id,name,forename,surname,provided_gnd
person__2848,Gregor Westermayr,Gregor,Westermayr,
person__2849,Benedikt Wider,Benedikt,Wider,
person__2850,Hieronymus Widmer,Hieronymus,Widmer,
person__2851,Marian Wieser,Marian,Wieser,
person__2852,Bernhard Zappler,Bernhard,Zappler,
person__2853,Wolfgang Zelender z Prošovic,Wolfgang,Zelender z Prošovic,
person__2854,Benedikt Zisel,Benedikt,Zisel,
person__2855,Joseph Zoller,Joseph,Zoller,
person__2856,Burkhard Gotthelf Struve,Burkhard Gotthelf,Struve,
person__2857,Christian Gottlieb Buder,Christian Gottlieb,Buder,
person__2858,Johann Burkhard Mencke,Johann Burkhard,Mencke,
person__2859,Apostolo Zeno,Apostolo,Zeno,
person__2860,Jakob Christoph Iselin,Jakob Christoph,Iselin,
person__2861,Angelo Maria Quirini,Angelo Maria,Quirini,
person__2862,Gottfried Philipp Spannagel,Gottfried Philipp,Spannagel,
person__2863,Frowin Christen,Frowin,Christen,
person__2864,Maurus Heindl,Maurus,Heindl,
person__2865,Hl. Augustinus,Hl. Augustinus,,
person__2866,Hl. Cyprian,Hl. Cyprian,,
person__2867,Hl. Hieronymus,Hl. Hieronymus,,
person__2868,Hl. Hilarius,Hl. Hilarius,,
person__2869,Hl. Ambrosius,Hl. Ambrosius,,
person__2871,Benedikt Bonneth,Benedikt,Bonneth,
person__2872,Simon Magus,Simon Magus,,
person__2873,Cerinthus,Cerinthus,,
person__2874,Basilides aus Alexandria,Basilides aus Alexandria,,
person__2875,Ebion,Ebion,,
person__2876,Nikolaos von Antiochia,Nikolaos von Antiochia,,
person__2877,Karpokrates von Alexandria,Karpokrates von Alexandria,,
person__2878,Cerdo aus Syrien,Cerdo aus Syrien,,
person__2879,Marcion,Marcion,,
person__2880,Valentin von St. Blasien,Valentin von  St. Blasien,,
person__2881,Clemens von Alexandria,Clemens von Alexandria,,
person__2882,Ignatius von Antiochia,Ignatius von Antiochia,,
person__2883,Polykarp von Smyrna,Polykarp von Smyrna,,
person__2884,Papias von Hierapolis,Papias von Hierapolis,,
person__2885,Vinzenz von Lérins,Vinzenz von Lérins,,
person__2886,Kyrill von Jerusalem,Kyrill von Jerusalem,,
person__2887,Theophil von Alexandria,Theophil von Alexandria,,
person__2888,Tatian,Tatian,,
person__2889,Montanus,Montanus,,
person__2890,Bardesanes aus Edessa,Bardesanes aus Edessa,,
person__2891,Theodotus von Byzanz,Theodotus von Byzanz,,
person__2892,Berillus von Bostra,Berillus von Bostra,,
person__2893,Privatus von Lambese,Privatus von Lambese,,
person__2894,Johann Menge,Johann,Menge,
person__2895,Dominik Hueber,Dominik,Hueber,
person__2896,Urban Taschner,Urban,Taschner,
person__2897,Joseph Maillard,Joseph,Maillard,
person__2898,Anselm von Havelberg,Anselm von Havelberg,,
person__2899,Leonhard Hagn,Leonhard,Hagn,
person__2900,Jean-Francois de Montholon,Jean-Francois de,Montholon,
person__2902,Johannes Marienwerder,Johannes Marienwerder,,
person__2903,Hl. Dorothea von Montau,Hl. Dorothea von Montau,,
person__2904,Gerhard von Csanád,Gerhard von Csanád,,
person__2908,Dionysius von Alexandria,Dionysius von Alexandria,,
person__2910,Hl. Simpert,Hl. Simpert,,
person__2911,Johannes Gersen,Johannes Gersen,,
person__2912,Der Stricker,Der Stricker,,
person__2913,Vinzenz Acklin,Vinzenz,Acklin,
person__2914,Anonymus (Biograph Hl. Altmann),Anonymus (Biograph Hl. Altmann),,
person__2915,Arnefrid (OSB St. Blasien),Arnefrid (OSB St. Blasien),,
person__2916,Berenger von St.-Laurent zu Lüttich,Berenger von St.-Laurent zu Lüttich,,
person__2917,Berthold von Engelberg,Berthold von Engelberg,,
person__2918,Konrad von Weihenstephan,Konrad von Weihenstephan,,
person__2919,Eberhard I. von St. Georgen,Eberhard I. von St. Georgen,,
person__2920,Eberhard II. von Michelsberg zu Bamberg,Eberhard II. von Michelsberg zu Bamberg,,
person__2921,Einhard,Einhard,,
person__2922,Fridegod,Fridegod,,
person__2923,Gottschalk von Benediktbeuren,Gottschalk von Benediktbeuren,,
person__2924,Heinrich von Michelsberg zu Bamberg,Heinrich von Michelsberg zu Bamberg,,
person__2925,Hilderich (fl. 800),Hilderich (fl. 800),,
person__2926,Konrad von Vornbach,Konrad von Vornbach,,
person__2927,Maurus von Weihenstephan,Maurus von Weihenstephan,,
person__2928,Nithard von St.-Riquier,Nithard von St.-Riquier,,
person__2929,Rado von Michelsberg zu Bamberg,Rado von Michelsberg zu Bamberg,,
person__2930,Rupert (OSB Reichenau),Rupert (OSB Reichenau),,
person__2931,Rupert von St.-Laurent zu Lüttich,Rupert von St.-Laurent zu Lüttich,,
person__2932,Rupert (OSB St. Georgen),Rupert (OSB St. Georgen),,
person__2933,Rupert von Michelsberg zu Bamberg,Rupert von Michelsberg zu Bamberg,,
person__2934,Trumwinus,Trumwinus,,
person__2935,Valentinus (Gnostiker),Valentinus (Gnostiker),,
person__2936,Wetti von Reichenau,Wetti von Reichenau,,
person__2937,Wetti von St. Georgen,Wetti von St. Georgen,,
person__2938,Bernhard Demueth,Bernhard,Demueth,
person__2939,Junilius Africanus,Junilius Africanus,,
person__2940,Primasius von Hadrumetum,Primasius von Hadrumetum,,
person__2941,Ottokar aus der Gaal,Ottokar aus der Gaal,,
person__2942,Anonymus (OSB Pfäfers),Anonymus (OSB Pfäfers),,
person__2943,Allwicus de Morr,Allwicus de Morr,,
person__2944,Gerold Schwitter,Gerold,Schwitter,
person__2945,Rudolf der Bayer,Rudolf der Bayer,,
person__2946,Ludwig der Bayer,Ludwig der Bayer,,
person__2947,Julius II.,Julius II.,,
person__2948,Franz Oswald,Franz,Oswald,
person__2949,Antoine-Vincent Thuillier,Antoine-Vincent,Thuillier,
person__2950,Petrus von Kastl,Petrus von Kastl,,
person__2951,Richard Foulsham,Richard Foulsham,,
person__2952,Nicolaus Vener,Nicolaus Vener,,
person__2953,Laurentius Holbecke von Ramsey,Laurentius Holbecke von Ramsey,,
person__2954,John Boston von Bury,John Boston von Bury,,
person__2955,"Anonymus (OSB St.-Denis, Biograph König Karl IV.)","Anonymus (OSB St.-Denis, Biograph König Karl IV.)",,
person__2956,Andreas de S. Ambrosio,Andreas de S. Ambrosio,,
person__2957,Philippe de Villette,Philippe de Villette,,
person__2958,Petrus Alberti,Petrus Alberti,,
person__2959,Jean de la Gogue,Jean de la Gogue,,
person__2960,Johannes Langdon,Johannes Langdon,,
person__2961,Anonymus (OSB Reinhardsbrunn),Anonymus (OSB Reinhardsbrunn),,
person__2962,Andreas Hispanus de Escobar,Andreas Hispanus de Escobar,,
person__2963,Heinrich von Gulpen,Heinrich von Gulpen,,
person__2964,Heinrich II. Moyker,Heinrich II. Moyker,,
person__2965,Thomas Langleius,Thomas Langleius,,
person__2966,Nicolaus de Tudeschis,Nicolaus de Tudeschis,,
person__2967,Johannes Rode,Johannes Rode,,
person__2968,Johannes von Lydgate,Johannes von Lydgate,,
person__2969,Thomas Walsingham,Thomas Walsingham,,
person__2971,Hermann von Kempen,Hermann von Kempen,,
person__2972,John Wethamstead,John Wethamstead,,
person__2973,John Stowe,John Stowe,,
person__2975,Cölestinus Ariminensis,Cölestinus Ariminensis,,
person__2976,Andreas Belga,Andreas Belga,,
person__2977,Johannes von Worcester,Johannes von Worcester,,
person__2978,Martin Granter,Martin Granter,,
person__2979,David Boys,David Boys,,
person__2980,Jean Chartier,Jean Chartier,,
person__2981,Bernard Terzi,Bernard Terzi,,
person__2982,Anna Pferinger,Anna Pferinger,,
person__2983,Olivier de Langhe,Olivier de Langhe,,
person__2984,Arsenius Belga,Arsenius Belga,,
person__2985,Anianus Coussere,Anianus Coussere,,
person__2986,Jean de Looz,Jean de Looz,,
person__2987,Peter Wagner,Peter,Wagner,
person__2988,Thomas Rudburn,Thomas Rudburn,,
person__2990,Hilarion von S. Nazario zu Verona,Hilarion von S. Nazario zu Verona,,
person__2991,Anonymus (Chronist St. Maria und St. Aegidius zu Braunschweig),Anonymus (Chronist St. Maria und St. Aegidius zu Braunschweig),,
person__2992,Cornelius Menghers von Santvliet,Cornelius Menghers von Santvliet,,
person__2993,Johannes Buchler,Johannes Buchler,,
person__2994,John Stone,John Stone,,
person__2995,Johannes von St.-Bertin,Johannes von St.-Bertin,,
person__2996,Jean de Nivelle,Jean de Nivelle,,
person__2997,Nicolaus Donis,Nicolaus Donis,,
person__2998,Georg Liebenknecht,Georg Liebenknecht,,
person__2999,"Anonymus (OSB Kempten, Biograph Königin Hildegard)","Anonymus (OSB Kempten, Biograph Königin Hildegard)",,
person__3001,Henning Hagen,Henning Hagen,,
person__3002,"Anonymus (OSB Braunschweig, Chronograph Hl. Aegidius)","Anonymus (OSB Braunschweig, Chronograph Hl. Aegidius)",,
person__3003,Cornelius monachus Germanus,Cornelius monachus Germanus,,
person__3004,Bartholomäus Paruta,Bartholomäus Paruta,,
person__3005,Anonymus (Autor Historia Monastica),Anonymus (Autor Historia Monastica),,
person__3006,Fridericus Astronomus,Fridericus Astronomus,,
person__3007,Francois de Rivo,Francois de Rivo,,
person__3008,Thomas Cawston,Thomas Cawston,,
person__3009,Konrad von Rodenberg,Konrad von Rodenberg,,
person__3011,Carolus Fernandus,Carolus Fernandus,,
person__3012,Gabriele Brebbia,Gabriele,Brebbia,
person__3013,Guido Juvenalis,Guido Juvenalis,,
person__3014,Thomas Scropus,Thomas Scropus,,
person__3015,Petrus de Stossen,Petrus de Stossen,,
person__3016,Johannes Diestimius Blaer,Johannes Diestimius,Blaer,
person__3017,Sebastian Swenczer von St. Emmeram,Sebastian Swenczer von St. Emmeram,,
person__3018,Johannes Duraclusius,Johannes,Duraclusius,
person__3019,Vitus Stopfer,Vitus ,Stopfer,
person__3021,Martin Rehbock,Martin,Rehbock,
person__3022,Willermus von St.-Martin zu Tours,Willermus von St.-Martin zu Tours,,
person__3023,Wilhelm von St. Maximin zu Trier,Wilhelm von St. Maximin zu Trier,,
person__3024,Mendocius Belvaletus (Beauvalet),Mendocius Belvaletus (Beauvalet),,
person__3025,Basiliius Valentinus,Basiliius Valentinus,,
person__3026,Melchior von Schönau,Melchior von Schönau,,
person__3027,Johannes von Glastonbury,Johannes von Glastonbury,,
person__3028,Benedict Maillard,Benedict Maillard,,
person__3029,Fabianus Cretensis,Fabianus Cretensis,,
person__3030,Luca Bernardo von Bescia,Luca Bernardo von Bescia,,
person__3032,Johannes von Andernach,Johannes von Andernach,,
person__3033,Antonius a Sancto Huberto,Antonius a Sancto Huberto,,
person__3034,Raphael Fulgosius,Raphael Fulgosius,,
person__3035,Henry Bradshaw,Henry Bradshaw,,
person__3037,Leonardus de Mansuetis,Leonardus de Mansuetis,,
person__3038,Anonymus (Hamerslebiensis),Anonymus (Hamerslebiensis),,
person__3039,Georg Hehler,Georg,Hehler,
person__3040,Heinrich Basse,Heinrich,Basse,http://d-nb.info/gnd/119614294
person__3041,Paulus Langius,Paulus,Langius,
person__3042,Apollo von Vilbell,Apollo von Vilbell,,
person__3043,Jacobus Astensis,Jacobus Astensis,,
person__3044,Anonymus (Chronograph St. Michael zu Hildesheim),Anonymus (Chronograph St. Michael zu Hildesheim),,
person__3045,Ignatius Florentinus,Ignatius Florentinus,,
person__3046,Benedikt Schwalbe (Chelidonius),Benedikt,Schwalbe (Chelidonius),
person__3047,Alexius,Alexius,,
person__3048,Benedictus Maioricensis,Benedictus Maioricensis,,
person__3049,Heinrich Bodo,Heinrich,Bodo,http://d-nb.info/gnd/10427526X
person__3050,Paulus Annicola,Paulus Annicola,,
person__3051,Nicolaus Dote Venture (Donati),Nicolaus,Dote Venture (Donati),
person__3052,Luis de Avila,Luis de,Avila,
person__3054,Gregorius Viterbiensis,Gregorius Viterbiensis,,
person__3055,Georg Jodocus,Georg,Jodocus,
person__3056,Giovanni Battista Folengo,Giovanni Battista,Folengo,http://d-nb.info/gnd/119673681
person__3057,Anonymus (OCist St.-Sulpice),Anonymus (OCist St.-Sulpice),,
person__3058,Teofilo Folengo,Teofilo,Folengo,http://d-nb.info/gnd/175522103
person__3059,Francisco Ruiz,Francisco,Ruiz,
person__3060,Anonymus (Hispanus),Anonymus (Hispanus),,
person__3061,Simon Geiger,Simon,Geiger,
person__3062,Gregorio Cortese,Gregorio,Cortese,
person__3063,Petrus de Alcamo,Petrus de Alcamo,,
person__3064,Benedetto Canofilo,Benedetto,Canofilo,http://d-nb.info/gnd/10313123X
person__3066,"Anonymus (OSB Ilsenburg, Autor Chronologia abbatum Ilsineburgensium)","Anonymus (OSB Ilsenburg, Autor Chronologia abbatum Ilsineburgensium)",,
person__3067,Maximus Florentinus,Maximus Florentinus,,
person__3068,Heinrich Clausius,Heinrich,Clausius,
person__3069,Alexander Barclay,Alexander,Barclay,
person__3071,Prosper von S. Paolo fuori le mura,Prosper von S. Paolo fuori le mura,,
person__3072,Johannes de Virduno,Johannes de Virduno,,
person__3073,Benoît Vernier,Benoît,Vernier,
person__3074,Valentin Wetzel,Valentin,Wetzel,
person__3075,Modest Puterer,Modest,Puterer,
person__3076,Isidoro Clario,Isidoro,Clario,http://d-nb.info/gnd/100084362
person__3077,Ambrosius a Gandavo,Ambrosius a Gandavo,,
person__3078,Jacob van Gent,Jacob van Gent,,
person__3079,John Dowens,John,Dowens,
person__3080,Pedro Ponce de Leon,Pedro,Ponce de Leon,
person__3081,Eusebio Valentino,Eusebio,Valentino,
person__3082,Vincenzo Maria Borghini,Vincenzo Maria,Borghini,http://d-nb.info/gnd/187220271
person__3083,Simon de Maillé de Brézé,Simon de,Maillé de Brézé,
person__3084,Hieronymus Lauretus,Hieronymus,Lauretus,
person__3085,Nikolaus Buchner,Nikolaus,Buchner,http://d-nb.info/gnd/119615290
person__3087,Johann Augustin Machuis,Johann Augustin,Machuis,
person__3088,Miniatus Pitus,Miniatus Pitus,,
person__3089,Johannes Raulinus,Johannes,Raulinus,
person__3091,Francois Yvannes,Francois,Yvannes,
person__3092,Zanobio Prologhi,Zanobio,Prologhi,
person__3093,Honorius a Panormo,Honorius a Panormo,,
person__3094,Jakob Oliva,Jakob,Oliva,
person__3095,Vincenzo Campana,Vincenzo,Campana,
person__3096,Angelo Sangrino,Angelo,Sangrino,
person__3097,Dionysius Gallus,Dionysius Gallus,,
person__3098,Isidoro Montaguti,Isidoro,Montaguti,
person__3099,Mauro Pandolfini,Mauro,Pandolfini,
person__3100,Raffaello Castrucci,Raffaello,Castrucci,http://d-nb.info/gnd/10244529X
person__3101,Antonius Fractensis,Antonius Fractensis,,
person__3102,Hieronymus a Catania,Hieronymus a Catania,,
person__3103,Pietro Calzolaio,Pietro,Calzolaio,
person__3104,Thomas von Capua,Thomas von Capua,,
person__3105,Gaspar de Bovincourt,Gaspar de Bovincourt,,
person__3106,Johannes a Pastura,Johannes a,Pastura,
person__3107,Andrè Crocquet,Andrè,Crocquet,http://d-nb.info/gnd/10009662X
person__3108,Benedictus de Villa,Benedictus de Villa,,
person__3109,Euricius Cordus,Euricius,Cordus,http://d-nb.info/gnd/119298414
person__3110,Charles de Blendecq,Charles de Blendecq,,
person__3111,John Fecnam,John,Fecnam,
person__3112,Hilarion von Genua,Hilarion von Genua,,
person__3113,Georg Eiselin (Ferreolus),Georg,Eiselin (Ferreolus),
person__3114,Basilio Gradi,Basilio,Gradi,http://d-nb.info/gnd/104050047
person__3115,Theophil von Siena,Theophil von Siena,,
person__3116,Jacques Froye,Jacques,Froye,http://d-nb.info/gnd/1089637594
person__3117,Juan De Castaniza,Juan,De Castaniza,http://d-nb.info/gnd/123605350
person__3118,Costantinus Pasolinus,Costantinus Pasolinus,,
person__3119,Joannes Maria Cardariva,Joannes Maria,Cardariva,
person__3120,Leonardo Vairo,Leonardo,Vairo,
person__3121,Placidus Romanus,Placidus,Romanus,
person__3122,Giovanni Evangelista Mormilli,Giovanni Evangelista,Mormilli,
person__3123,Anastasio Uberti,Anastasio,Uberti,
person__3124,Angelo Petra,Angelo,Petra,
person__3125,Romanus Sincerus,Romanus Sincerus,,
person__3126,Isnardo Paolo,Isnardo,Paolo ,
person__3127,Adriano Amaltea,Adriano,Amaltea,
person__3128,Geronimo Ruscelli,Geronimo,Ruscelli,
person__3129,Filippo Allegret,Filippo,Allegret,
person__3130,Dominicus ab Asula,Dominicus ab Asula,,
person__3132,Felice Passaro,Felice,Passaro,
person__3133,Augustine Bontemps,Augustine,Bontemps,
person__3134,Georges Cabillau,Georges,Cabillau,
person__3135,Gonzalo de Illescas,Gonzalo de,Illescas,
person__3136,Gregorio Ducchi,Gregorio,Ducchi,http://d-nb.info/gnd/121203042
person__3137,Bartolomeo a Paternione,Bartolomeo a,Paternione,
person__3138,Giacomo Tramontana,Giacomo,Tramontana,
person__3139,Modesto Ciccotti,Modesto,Ciccotti,
person__3141,Lucilio Martinengo,Lucilio,Martinengo,
person__3142,Raphael Neupöck,Raphael ,Neupöck,
person__3143,Mauro Marchesi,Mauro,Marchesi,
person__3144,Placido Falcone,Placido,Falcone,
person__3145,Prospero Fanello,Prospero,Fanello,
person__3146,Prospero Martinengo,Prospero,Martinengo,
person__3147,Seraphinus Florentinus,Seraphinus Florentinus,,
person__3148,Serafino Cantone,Serafino,Cantone,http://d-nb.info/gnd/10387593X
person__3149,Vittorino Manso,Vittorino,Manso,
person__3150,Joachim Opser,Joachim,Opser,
person__3151,Benedetto Luchino,Benedetto,Luchino,
person__3153,Giuseppe Garzias,Giuseppe,Garzias,
person__3154,Cristobal de Castillejo,Cristobal de,Castillejo,http://d-nb.info/gnd/120770180
person__3155,Jean-Antoine Sarazin,Jean-Antoine,Sarazin,
person__3156,Wolfgang Widenmann,Wolfgang,Widenmann,
person__3157,Anonymus (Autor Historia Lobiensis),Anonymus (Autor Historia Lobiensis),,
person__3159,Pietro Ricordato,Pietro,Ricordato,
person__3161,Hadelinus Bielot,Hadelinus Bielot,,
person__3162,Hugo Anglus,Hugo Anglus,,
person__3163,Johannes a Brixia,Johannes a Brixia,,
person__3165,Gonsalvus Hispanus,Gonsalvus Hispanus,,
person__3166,Anonymus (Autor Vita beati Pauli Leonensis episcopi),Anonymus (Autor Vita beati Pauli Leonensis episcopi),,
person__3167,Anonymus (Autor Vita S. Ludgeri),Anonymus (Autor Vita S. Ludgeri),,
person__3169,Petrus Corbeiensis,Petrus Corbeiensis,,
person__3170,François Le Texier,François,Le Texier,
person__3171,Hl. Benedikt,Hl. Benedikt,,
person__3172,Hl. Koloman,Hl. Koloman,,
person__3174,Magnus Ster,Magnus,Ster,
person__3175,Anthelm Kornperger,Anthelm,Kornperger,
person__3176,Joachim Stich,Joachim,Stich,
person__3177,Maurus Hummel,Maurus,Hummel,
person__3178,Ortlieb von Zwiefalten,Ortlieb von Zwiefalten,,
person__3179,Isingrim von Ottobeuren,Isingrim von Ottobeuren,,
person__3180,Markus Furter,Markus,Furter,
person__3181,Benedikt XII.,Benedikt XII.,,
person__3182,Gregor IX.,Gregor IX.,,
person__3183,Martin V.,Martin V.,,
person__3184,Gunther Nordhausen,Gunther,Nordhausen,
person__3185,Clemens X.,Clemens X.,,
person__3186,Theodor von Beringshausen,Theodor von,Beringshausen,
person__3187,Heinrich von Lippe,Heinrich von Lippe,,
person__3188,Karl von Groß St. Martin zu Köln,Karl von Groß St. Martin zu Köln,,
person__3189,Benedikt Zunckerstorff,Benedikt,Zunckerstorff,
person__3190,Maximilian von Burgund,Maximilian von Burgund,,
person__3191,Philipp von Burgund,Philipp von Burgund,,
person__3192,Richalm von Schöntal,Richalm von Schöntal,,
person__3193,Johannes von Würzburg,Johannes von Würzburg,,
person__3194,Konrad von Zenn,Konrad von Zenn,,
person__3195,Johannes Cophain,Johannes,Cophain,
person__3196,Attilio Vignola,Attilio,Vignola,
person__3197,Paul Peterle,Paul,Peterle,
person__3198,Heinrich Arnoldi von Alfeld,Heinrich Arnoldi von Alfeld,,
person__3199,Ludwig Moser,Ludwig,Moser,
person__3200,Teuzo Florentinus,Teuzo Florentinus,,
person__3201,Fatavus (Fastidius Britannicus),Fatavus (Fastidius Britannicus),,
person__3202,Petrus von Brüssel,Petrus von Brüssel,,
person__3203,Bernold von Konstanz,Bernold von Konstanz,,
person__3205,Stephanus Fridolin,Stephanus Fridolin,,
person__3206,Guilelmus Cardinalis tituli S. Clementis,Guilelmus Cardinalis tituli S. Clementis,,
person__3207,Johannes Zachariae,Johannes Zachariae,,
person__3208,Alexis de Siregno,Alexis de Siregno,,
person__3209,Jakob von Lodi,Jakob von Lodi,,
person__3210,Theodor Kerkering,Theodor Kerkering,,
person__3211,Leonardus de Datis Florentinus,Leonardus de Datis Florentinus,,
person__3212,Johannes de Serravalle,Johannes de Serravalle,,
person__3213,Petrus de Alliaco,Petrus de Alliaco,,
person__3214,Severin von Köln,Severin von Köln,,
person__3215,Zacharias Episcopus,Zacharias Episcopus,,
person__3216,Diethart (Liuthart) von Konstanz,Diethart (Liuthart) von Konstanz,,
person__3217,Arno von Reichersberg,Arno von Reichersberg,,
person__3218,Stephan von Dolein,Stephan von Dolein,,
person__3219,Jan Hus,Jan Hus,,
person__3220,Zbynko Berka von Duba und Lippa,Zbynko ,Berka von Duba und Lippa,
person__3221,Guilelmus de Hyporegia,Guilelmus de Hyporegia,,
person__3222,Gigo von Kastell,Gigo von Kastell,,
person__3223,Hl. Bonaventura,Hl. Bonaventura,,
person__3224,Christoph Jungnitz,Christoph,Jungnitz,
person__3225,Salonius von Genf,Salonius von Genf,,
person__3226,Jakob Raverdy,Jakob,Raverdy,
person__3228,Tatto von St. Gallen,Tatto von St. Gallen,,
person__3229,Reinhard von Mundrich,Reinhard von Mundrich,,
person__3230,Henricus Waldenburg,Henricus Waldenburg,,
person__3231,Heinrich von St. Stephan zu Konstanz,Heinrich von St. Stephan zu Konstanz,,
person__3232,Arnold de Wollhusen,Arnold de Wollhusen,,
person__3233,Niklaus (Niklas) von Wyle,Niklaus (Niklas) von Wyle,,
person__3234,Johannes von Watt,Johannes von Watt,,
person__3235,Georg Richli,Georg Richli,,
person__3236,Johannes Polraus,Johannes Polraus,,
person__3237,Francesco Filelfo,Francesco Filelfo,,
person__3238,Thuringus Fricker de Brugg,Thuringus Fricker de Brugg,,
person__3239,Johannes Henricus Bodmer,Johannes Henricus Bodmer,,
person__3240,Michael Cristan,Michael Cristan,,
person__3241,Guido von Rochfort,Guido von Rochfort,,
person__3242,Matthias von Speyer,Matthias von Speyer,,
person__3243,Antonius Laudensis,Antonius Laudensis,,
person__3244,Ulrich Iuvalt,Ulrich Iuvalt,,
person__3245,Marquard Brisacher,Marquard Brisacher,,
person__3246,Marquardus de Lapide,Marquardus de Lapide,,
person__3247,Ludovius Rad,Ludovius Rad,,
person__3248,Konrad Schoch,Konrad Schoch,,
person__3249,Ascanio Maria Sforza,Ascanio Maria,Sforza,
person__3250,Giovanni Beccaria,Giovanni,Beccaria,
person__3251,Galeazzo Maria Sforza,Galeazzo Maria,Sforza,
person__3252,Bartholomäus de Welden,Bartholomäus de Welden,,
person__3253,Achatius Mornauer,Achatius Mornauer,,
person__3254,Petrus Siculus,Petrus Siculus,,
person__3255,Martin von Weißenburg,Martin von Weißenburg,,
person__3256,Johannes Langfeld,Johannes Langfeld,,
person__3257,Albertus Cavallatius ab Aucha,Albertus Cavallatius ab Aucha,,
person__3258,Charles de Neufchâtel,Charles de Neufchâtel,,
person__3259,Johann II. von Werdenberg,Johann II. von Werdenberg,,
person__3260,Johannes de Montenigro,Johannes de Montenigro,,
person__3261,Johannes Hugx (Hugis),Johannes Hugx (Hugis),,
person__3262,Ludwig von Freiberg,Ludwig von Freiberg,,
person__3263,Ulrich Urdemann,Ulrich Urdemann,,
person__3264,Jakob Rink,Jakob Rink,,
person__3265,Johannes von Thalheim,Johannes von Thalheim,,
person__3266,Georg von Metz,Georg von Metz,,
person__3267,Heinrich von Spinal,Heinrich von Spinal,,
person__3268,Heinrich von Ampringen,Heinrich von Ampringen,,
person__3269,Placidus Sutor,Placidus,Sutor,
person__3270,Seifried Helbling,Seifried Helbling,,
person__3271,Eugen Inzaghi,Eugen,Inzaghi,
person__3272,Theodor Fichtner,Theodor,Fichtner,
person__3273,Bonifaz Fritsch,Bonifaz,Fritsch,
person__3274,Georg Zdir,Georg,Zdir,
person__3275,Johannes VII. Seyfried,Johannes VII.,Seyfried,
person__3276,Placid Magger (?),Placid,Magger (?),
person__3278,Ferdinand I.,Ferdinand I.,,
person__3279,Ernst von Österreich,Ernst von Österreich,,
person__3280,Rudolf II.,Rudolf II.,,
person__3281,Ferdinand II.,Ferdinand II.,,
person__3282,Ferdinand III.,Ferdinand III.,,
person__3283,Martin Geiger,Martin,Geiger,
person__3284,Felix Capue,Felix Capue,,
person__3285,Joachim Windhag,Joachim,Windhag,
person__3286,Leopold I.,Leopold I.,,
person__3287,Gabriel Sauer,Gabriel,Sauer,
person__3288,Ernst von Harrach,Ernst von,Harrach,
person__3289,Volcuin von Sittichenbach,Volcuin von Sittichenbach,,
person__3290,Cölestin II.,Cölestin II.,,
person__3291,Eugen III.,Eugen III.,,
person__3292,Florus von Lyon,Florus von Lyon,,
person__3293,Lutingus,Lutingus,,
person__3294,Nikolaus von Dolein,Nikolaus von Dolein,,
person__3295,Johann III. von Eych,Johann III. von Eych,,
person__3296,Johann Jakob Mascov,Johann Jakob,Mascov,
person__3297,Gregor von Montesacro,Gregor von Montesacro,,
person__3298,Nikolaus von Clamanges,Nikolaus von Clamanges,,
person__3299,Pietro Delfino,Pietro Delfino,,
person__3300,Ugolinus Verinus,Ugolinus Verinus,,
person__3301,Coluccio Salutati,Coluccio,Salutati,
person__3302,Nikolaus von Myra,Nikolaus von Myra,,
person__3303,Johannes Gelenius,Johannes Gelenius,,
person__3304,Aegidius Gelenius,Aegidius Gelenius,,
person__3305,Nikolaus V.,Nikolaus V.,,
person__3307,Giacomo Picenino,Giacomo,Picenino,
person__3308,Gregor Lembor,Gregor,Lembor,
person__3309,Matthias Thanner,Matthias,Thanner,
person__3310,Baptista Vernaccia,Baptista,Vernaccia,
person__3312,Jodok Metzler,Jodok,Metzler,
person__3313,Gottfried Deppisch,Gottfried,Deppisch,http://d-nb.info/gnd/1029493529
person__3314,Albert von Oberaltaich,Albert von Oberaltaich,,
person__3315,Bertrand Gsenger,Bertrand,Gsenger,
person__3316,Johann Franz Scherer,Johann Franz,Scherer,
person__3317,Wolfger von Prüfening,Wolfger von Prüfening,,
person__3318,Paul von Veszprém,Paul von Veszprém,,
person__3319,Johannes Ackermann,Johannes,Ackermann,
person__3320,Kajetan Schellkopf,Kajetan,Schellkopf,
person__3321,Dietrich von Apolda,Dietrich von Apolda,,
person__3322,Frutolf von Michelsberg,Frutolf von Michelsberg,,
person__3323,Johannes (Johann) Hoffmann,Johannes (Johann),Hoffmann,
person__3325,Bartolomeo Albizzi de Vico,Bartolomeo,Albizzi de Vico,
person__3326,Jakob V.,Jakob V.,,
person__3327,Embricho von Würzburg,Embricho von Würzburg,,
person__3329,Liutold von Mondsee,Liutold von Mondsee,,
person__3330,Philipp Saller,Philipp,Saller,
person__3331,Theophilus Presbyter,Theophilus Presbyter,,
person__3332,Dominik von Preußen,Dominik von Preußen,,
person__3333,Dominik Lang,Dominik,Lang,
person__3334,Thiathild zu Freckenhorst,Thiathild zu Freckenhorst,,
person__3335,Haymar von Florenz,Haymar von Florenz,,
person__3336,Nicolaus Maniacucius,Nicolaus Maniacucius ,,
person__3337,Friedrich III.,Friedrich III.,,
person__3338,Eugen IV.,Eugen IV.,,
person__3339,Johann II. von Kastilien-León,Johann II. von Kastilien-León,,
person__3340,Alphons V. von Portugal,Alphons V. von Portugal,,
person__3341,Johannes I. von Navarra,Johannes I. von Navarra,,
person__3342,María von Kastilien,María von Kastilien,,
person__3343,Filippo Maria Sforza,Filippo Maria,Sforza,
