id,name,forename,surname,provided_gnd
person__909,Beda Angehrn,Beda,Angehrn,http://d-nb.info/gnd/135718430
person__910,Gerhard Cornelius Driesch,Gerhard Cornelius,Driesch,
person__911,Ferdinand Ludwig von Bressler und Aschenburg,Ferdinand Ludwig von,Bressler und Aschenburg,
person__912,Johann Jakob Moser von Filseck,Johann Jakob,Moser von Filseck,
person__913,Celestino L'Orefice,Celestino,L'Orefice,
person__914,Constantin Philipp Nikolaus Hoffmann,Constantin Philipp Nikolaus,Hoffmann,
person__915,Candidus Natzer,Candidus,Natzer,
person__916,Johann Franz Rauch,Johann Franz,Rauch,
person__917,Christian Gottlieb Schwarz,Christian Gottlieb,Schwarz,
person__918,Johann Wilhelm Hoffmann,Johann Wilhelm,Hoffmann,
person__921,Adam Siebel,Adam,Siebel,
person__922,Frobenius Forster,Frobenius,Forster,
person__923,Joseph Benignus Schlachtner,Joseph Benignus,Schlachtner,
person__924,Augustin Erath,Augustin,Erath,http://d-nb.info/gnd/124583725
person__925,Benedikt Lyll,Benedikt,Lyll,
person__926,Petrus Guetrather,Petrus,Guetrather,
person__927,Willibrord Scheffer,Willibrord,Scheffer,
person__928,Chrysostomus Wieser,Chrysostomus,Wieser,
person__929,Thomas Erhardt,Thomas,Erhardt,http://d-nb.info/gnd/122504135
person__930,Leopold Nickel,Leopold,Nickel,
person__932,Franz Christoph Scheyb,Franz Christoph ,Scheyb,
person__933,Casimir Freschot,Casimir,Freschot,http://d-nb.info/gnd/187126097
person__934,Elias Pereux,Elias,Pereux,
person__936,Benedikt Alviset,Benedikt,Alviset,
person__937,Simplician Gody,Simplician,Gody,http://d-nb.info/gnd/10015042X
person__938,Jean Baptist Boisot,Jean Baptist,Boisot,
person__939,Johann Alexander Döderlein,Johann Alexander,Döderlein,
person__940,Marian Ruele,Marian,Ruele,
person__942,Johann a Sancto Felice,Johann a,Sancto Felice,
person__943,Humbert Rolet,Humbert,Rolet,
person__945,Joachim Le Roche,Joachim,Le Roche,
person__946,Nicolas Chretien,Nicolas,Chretien,http://d-nb.info/gnd/175151210
person__947,Placide Fontaine,Placide,Fontaine,
person__948,Petrus Musnier,Petrus,Musnier,
person__949,Remigius Ceillier,Remigius,Ceillier,
person__950,Laurent Majoret,Laurent,Majoret,
person__951,Theodor Moy,Theodor,Moy,
person__952,Placidus Oudenot,Placidus,Oudenot,
person__954,Ruotger von Köln,Ruotger von Köln,,
person__955,Eberwin von Trier,Eberwin von Trier,,
person__956,Anonymus (OSB Michaelsberg in Siegburg),Anonymus (OSB Michaelsberg in Siegburg),,
person__957,Lambert von Legia,Lambert von Legia,,
person__959,Arnulfus Monachus,Arnulfus Monachus,,
person__960,Arnold von St. Emmeram,Arnold von St. Emmeram,,
person__961,Bruno von Merseburg,Bruno von Merseburg,,
person__962,Thietmar von Merseburg,Thietmar von Merseburg,,
person__963,David Scotus,David Scotus,,
person__964,Udalschalk von St. Ulrich und Afra zu Augsburg,Udalschalk von St. Ulrich und Afra zu Augsburg,,
person__965,Ekkehard von Aura,Ekkehard von Aura,,
person__966,Diemo Monachus,Diemo Monachus,,
person__968,Hl. Elisabeth von Schönau,Hl. Elisabeth von Schönau,,
person__969,Otto von Freising,Otto von Freising,,
person__970,Ekbert von Schönau,Ekbert von Schönau,,
person__971,Roger von Fulda,Roger von Fulda,,
person__972,Rudolf von Fulda,Rudolf von Fulda,,
person__973,Hl. Hildegard von Bingen,Hl. Hildegard von Bingen,,
person__974,Anonymus (OSB Lorsch),Anonymus (OSB Lorsch),,
person__975,Theoderich von St. Trond,Theoderich von St. Trond,,
person__976,Dodechinus von Disibodenberg,Dodechinus von Disibodenberg,,
person__977,Anonymus (OSB Weingarten),Anonymus (OSB Weingarten),,
person__978,Engelhard von Langheim,Engelhard von Langheim,,
person__979,Otto von St. Blasien,Otto von St. Blasien,,
person__980,Arnold von Lübeck,Arnold von Lübeck,,
person__981,Ekkehard I. von St. Gallen,Ekkehard I. von St. Gallen,,
person__982,Gottfried von St. Pantaleon zu Köln,Gottfried von St. Pantaleon zu Köln,,
person__983,Albert von Stade,Albert von Stade,,
person__984,Ulrich von Wurmberg,Ulrich von Wurmberg,,
person__985,Engelbert von Admont,Engelbert von Admont,,
person__986,Egilward von St. Burchard,Egilward von St. Burchard,,
person__987,Veit Arnpeck,Veit,Arnpeck,http://d-nb.info/gnd/118645943
person__988,Andreas Lang,Andreas,Lang,
person__989,Sigismund Meisterlin,Sigismund,Meisterlin,
person__990,Heinrich von Gelnhausen,Heinrich von Gelnhausen,,
person__991,Thadäus von St. Jakob,Thadäus von St. Jakob,,
person__992,Berchthold von Kremsmünster,Berchthold von Kremsmünster,,
person__993,Konrad von Lauterberg,Konrad von Lauterberg,,
person__994,Cyrin von Freising,Cyrin von Freising,,
person__995,Georg Hauer,Georg,Hauer,http://d-nb.info/gnd/104277467
person__996,Konrad von Abdinghof,Konrad von Abdinghof,,
person__997,Johann Christoph Bartenstein,Johann Christoph,Bartenstein,http://d-nb.info/gnd/129929719
person__999,Humbert von Lorsch,Humbert von Lorsch,,
person__1000,Thomas von Kempen,Thomas von Kempen,,
person__1001,Leopold Danschachner (Donschachner),Leopold,Danschachner (Donschachner),
person__1002,Nikolaus Kempf,Nikolaus,Kempf,
person__1003,Konrad von Haimburg,Konrad von Haimburg,,
person__1004,Wilhelm Haagn,Wilhelm,Haagn,
person__1005,Konrad Schmid,Konrad,Schmid,
person__1006,Amblard de Solignac,Amblard de Solignac,,
person__1007,Hervé de St. Martin,Hervé de St. Martin,,
person__1008,Johann Pachl,Johann,Pachl,
person__1009,Christian Ludwig Scheidt,Christian Ludwig,Scheidt,
person__1011,Jakob Gretser,Jakob,Gretser,http://d-nb.info/gnd/118542087
person__1012,Eusebius von Sardinien,Eusebius von Sardinien,,
person__1013,Ostorgius von Sizilien,Ostorgius von Sizilien,,
person__1014,Jean de la Grolaye de Villiers,Jean de la,Grolaye de Villiers,
person__1015,Paulus Diaconus (Warnefridus),Paulus Diaconus (Warnefridus),,
person__1016,Richard de Dumellis,Richard de Dumellis,,
person__1017,Hl. Augustinus von Canterbury,Hl. Augustinus von Canterbury,,
person__1018,Simon Langham,Simon Langham,,
person__1019,Augustin Anglorum,Augustin Anglorum,,
person__1020,Hl. Cuthbert von Lindisfarne,Hl. Cuthbert von Lindisfarne,,
person__1021,Hl. Bonifatius (Wynfreth) von Mainz,Hl. Bonifatius (Wynfreth) von Mainz,,
person__1022,Ludger von Mimigardfort,Ludger von Mimigardfort,,
person__1024,Eigil von Fulda,Eigil von Fulda,,
person__1025,Candidus von Fulda,Candidus von Fulda,,
person__1026,Heimo von Fulda,Heimo von Fulda,,
person__1027,Hrabanus Maurus von Fulda,Hrabanus Maurus von Fulda,,
person__1031,Werembert von St. Gallen,Werembert von St. Gallen,,
person__1032,Meginhard von Fulda,Meginhard von Fulda,,
person__1034,Rembert von Hamburg,Rembert von Hamburg,,
person__1036,Winbercht von Hersfeld,Winbercht von Hersfeld,,
person__1037,Robert von Lurenburg,Robert von Lurenburg,,
person__1038,Bovo von Corvey,Bovo von Corvey,,
person__1039,Adalbert von Ellwangen,Adalbert von Ellwangen,,
person__1041,Hildebert von Mainz,Hildebert von Mainz,,
person__1042,Widukind von Corvey,Widukind von Corvey,,
person__1043,Hl. Hrotsvit von Gandersheim,Hl. Hrotsvit von Gandersheim,,
person__1044,Otloh von Fulda,Otloh von Fulda,,
person__1045,Uffo Frisius,Uffo Frisius ,,
person__1046,Hl. Maurus von Pécs,Hl. Maurus von Pécs,,
person__1047,Meginfried von Fulda,Meginfried von Fulda,,
person__1048,Arnold Saxo,Arnold Saxo ,,
person__1049,Theoderich von St. Alban,Theoderich von St. Alban,,
person__1050,Petrus Teschius,Petrus,Teschius,
person__1051,Jacobus Mediolanensis,Jacobus Mediolanensis,,
person__1052,Wolfgang Lazius,Wolfgang,Lazius,
person__1053,Edmund Grabmann,Edmund,Grabmann,
person__1054,Thomas Pauer,Thomas,Pauer,
person__1055,Hermann Kammerlander,Hermann,Kammerlander,
person__1056,Gallus von Königssaal,Gallus von Königssaal,,
person__1057,Thomas Ebendorfer,Thomas,Ebendorfer,http://d-nb.info/gnd/187114048
person__1058,Bruno Kempf,Bruno,Kempf,
person__1059,William Cave,William,Cave,http://d-nb.info/gnd/124646557
person__1060,Anton Steyerer,Anton,Steyerer,
person__1061,Johann Georg Liebknecht,Johann Georg,Liebknecht,
person__1062,Werner I.,Werner I.,,
person__1064,Rustenus von St. Blasien,Rustenus von St. Blasien,,
person__1065,Werner II. von Küssenberg,Werner II. von Küssenberg,,
person__1066,Hl. Frowin von Engelberg,Hl. Frowin von Engelberg,,
person__1067,Kaspar Molitor,Kaspar,Molitor,
person__1068,Beringer Koffer,Beringer,Koffer,
person__1069,Othmar Homburger,Othmar,Homburger,
person__1070,Placidus Rauber,Placidus,Rauber,
person__1071,Benedikt Gebel,Benedikt,Gebel,http://d-nb.info/gnd/101097549
person__1072,Johann Baptist Eiselin,Johann Baptist,Eiselin,
person__1073,Meinrad Steigentesch,Meinrad,Steigentesch,
person__1074,Johann Chrysostomus Wex,Johann Chrysostomus,Wex,
person__1075,Roman Sedelmayr,Roman,Sedelmayr,
person__1076,Anonymus (OSB S. Giustina zu Pauda),Anonymus (OSB S. Giustina zu Pauda),,
person__1077,Ludovico Barbo,Ludovico,Barbo,http://d-nb.info/gnd/119411180
person__1078,Lucas Bernardus a Brixia,Lucas Bernardus a Brixia,,
person__1079,Theophilus Patavinus,Theophilus Patavinus,,
person__1080,Marcus a Brixia,Marcus a Brixia,,
person__1081,Prosdocimo Pignolato,Prosdocimo,Pignolato,
person__1083,Laurentius Gazius,Laurentius,Gazius,
person__1086,Lucas Gullielmus,Lucas Gullielmus,,
person__1087,Gregorius a Padua,Gregorius a Padua,,
person__1088,Hieronymus a Potentia,Hieronymus a Potentia,,
person__1089,Giacomo Cavacio,Giacomo,Cavacio,
person__1090,Paulus Belga,Paulus Belga,,
person__1091,Leo Mattina,Leo, Mattina,
person__1094,Hieronymus Textorius,Hieronymus Textorius,,
person__1095,Hilarion de Monte Piloso,Hilarion de Monte Piloso,,
person__1096,Franz Wagner,Franz,Wagner,
person__1097,Michael Knittel,Michael,Knittel,
person__1098,Benedikt Friepeis,Benedikt,Friepeis,
person__1099,Dunstan Hutchinson,Dunstan,Hutchinson,
person__1100,Gabriel Gifford,Gabriel,Gifford,
person__1101,Clemens Reyner,Clemens,Reyner,
person__1102,Rudesind Barlow,Rudesind,Barlow,
person__1103,Augustine Baker,Augustine,Baker,http://d-nb.info/gnd/188335137
person__1104,Serenus Cressy,Serenus,Cressy,http://d-nb.info/gnd/157939448
person__1105,Richard Huddleston,Richard,Huddleston,
person__1106,Gertrude More,Gertrude,More,
person__1107,Placid Gascoigne,Placid,Gascoigne,
person__1108,Augustine Edward Llewellin,Augustine Edward,Llewellin,
person__1109,Maurus Corker,Maurus,Corker,
person__1110,Anthony Batt,Anthony,Batt,
person__1111,Francis Hull,Francis,Hull,
person__1112,Jerome Porter,Jerome,Porter,
person__1113,Peter Salvin,Peter,Salvin,
person__1114,Augustine Conyers,Augustine,Conyers,
person__1115,Thomas Vincent Sadler,Thomas Vincent,Sadler,
person__1116,Anselm Fouchet,Anselm,Fouchet,
person__1117,Thomas Hesket,Thomas,Hesket,
person__1118,John Townson,John,Townson,
person__1119,Konrad Widow,Konrad ,Widow,
person__1120,Bernard Baillie,Bernard,Baillie,http://d-nb.info/gnd/116040424
person__1121,Heinrich Christian Senckenberg,Heinrich Christian,Senckenberg,
person__1122,Viktor von Vita,Viktor von Vita,,
person__1123,Zacharias Konrad Uffenbach,Zacharias Konrad,Uffenbach,
person__1124,Augustin Duff,Augustin,Duff,
person__1125,Ottokar II.,Ottokar II.,,
person__1126,Berengar von Tours,Berengar von Tours,,
person__1127,Johannes a Cruce,Johannes a Cruce,,
person__1128,Cölestin Mayr,Cölestin,Mayr,
person__1129,Ignaz Gropp,Ignaz,Gropp,http://d-nb.info/gnd/179433997
person__1130,Adrian Pliemel,Adrian,Pliemel,
person__1131,Gottschalk von Orbais,Gottschalk von Orbais,,
person__1132,Anonymus (OSB Benediktbeuren),Anonymus (OSB Benediktbeuren),,
person__1133,Christian Tesenbacher,Christian,Tesenbacher,
person__1134,Anton Funda,Anton,Funda,
person__1135,Florian Treffler,Florian,Treffler,
person__1137,Adamus Scotus (Adam von Dryburgh),Adamus Scotus (Adam von Dryburgh),,
person__1138,Bobolenus von Luxeuil,Bobolenus von Luxeuil,,
person__1139,Notker Balbulus,Notker Balbulus,,
person__1140,Wandalbert von Prüm,Wandalbert von Prüm,,
person__1141,Theodor von Kempten,Theodor von Kempten,,
person__1143,Arbeo von Freising,Arbeo von Freising,,
person__1144,Metellus von Tegernsee,Metellus von Tegernsee,,
person__1145,Willibald von Eichstätt,Willibald von Eichstätt,,
person__1146,Otloh von St. Emmeram,Otloh von St. Emmeram,,
person__1148,Warmann von Reichenau,Warmann von Reichenau,,
person__1149,Wunibald von Heidenheim,Wunibald von Heidenheim,,
person__1151,Hl. Alto,Hl. Alto,,
person__1152,Wolfhard von Herrieden,Wolfhard von Herrieden,,
person__1153,Hl. Ansgar,Hl. Ansgar,,
person__1154,Liudger,Liudger,,
person__1156,Gozbert von St. Gallen,Gozbert von St. Gallen,,
person__1157,Radbert von Zürich,Radbert von Zürich,,
person__1158,Iso von St. Gallen,Iso von St. Gallen,,
person__1159,Tutilo von St. Gallen,Tutilo von St. Gallen,,
person__1161,Berthold von St. Gallen,Berthold von St. Gallen,,
person__1162,Tuifburg von St. Gallen,Tuifburg von St. Gallen,,
person__1163,Notker Medicus,Notker Medicus,,
person__1164,Siegbert von Corbie,Siegbert von Corbie,,
person__1165,Regino von Prüm,Regino von Prüm,,
person__1166,Marcellus von St. Gallen,Marcellus von St. Gallen,,
person__1167,Robert (Ruotpert) von Metz,Robert (Ruotpert) von Metz,,
person__1168,Lampert von Hersfeld,Lampert von Hersfeld,,
person__1169,Paul Lange,Paul,Lange,
person__1170,Anonymus (OSB Reichenau),Anonymus (OSB Reichenau),,
person__1171,Balther von Säckingen,Balther von Säckingen,,
person__1172,Hartmann von St. Gallen,Hartmann von St. Gallen,,
person__1173,Ulrich von Augsburg,Ulrich von Augsburg,,
person__1175,Notker Labeo,Notker Labeo,,
person__1176,Mechthild von Magdeburg,Mechthild von Magdeburg,,
person__1177,Gregor Kimpfler,Gregor,Kimpfler,
person__1178,Albert Keuslin,Albert,Keuslin,
person__1179,Cölestin Pestaluz,Cölestin,Pestaluz,
person__1180,Marian Schwab,Marian,Schwab,
person__1181,Ildephons Rucker,Ildephons,Rucker,
person__1182,Amand Pachler,Amand,Pachler,
person__1183,Melchior Weixer,Melchior,Weixer,
person__1184,Thomas Ringmayr,Thomas,Ringmayr,
person__1185,Philibert Utz,Philibert,Utz,
person__1186,Cölestin Pley,Cölestin,Pley,
person__1188,Anselm Schlager,Anselm,Schlager,
person__1189,Amalrich von Speyer,Amalrich von Speyer,,
person__1190,Reginbald II. von Dillingen,Reginbald II. von Dillingen,,
person__1191,Gottfried von Weißenburg,Gottfried von Weißenburg,,
person__1192,Einhard II. von Katzenellenbogen,Einhard II. von Katzenellenbogen,,
person__1193,Hl. Altfried,Hl. Altfried,,
person__1194,Maximilian Sanuis,Maximilian,Sanuis,
person__1195,Gregor Wimberger,Gregor,Wimberger,
person__1196,Thomas Weiß,Thomas,Weiß,
person__1198,Alphons Wenzl,Alphons,Wenzl,
person__1199,Gebhard von Ammerthal,Gebhard von Ammerthal,,
person__1200,Gregor Heller,Gregor,Heller,
person__1201,Karl Schrenck auf Notzing,Karl,Schrenck auf Notzing,
person__1202,Giuseppe Costalta,Giuseppe,Costalta,
person__1203,Erenfried (oder Anastedius),Erenfried (oder Anastedius),,
person__1204,Magnus Bauer,Magnus,Bauer,
person__1205,Ninian Winzet,Ninian,Winzet,
person__1206,Jacques Du Breul,Jacques,Du Breul,http://d-nb.info/gnd/128432438
person__1209,Roman Rauscher,Roman,Rauscher,
person__1210,Roman Stöger,Roman,Stöger,
person__1211,Felix Pfeffer,Felix,Pfeffer,
person__1212,Hl. Gregor I. der Große,Hl. Gregor I. der Große,,
person__1213,Antonio Pérez,Antonio,Pérez,
person__1214,Amand Eisenberner,Amand,Eisenberner,
person__1216,Christoph Dörring,Christoph,Dörring,
person__1217,Roman Christmann,Roman,Christmann,
person__1218,Quentin Duret,Quentin,Duret,
person__1219,Lindbert von Mainz,Lindbert von Mainz,,
person__1220,Bonifaz von Mainz,Bonifaz von Mainz,,
person__1221,Goswin von St. Martin,Goswin von St. Martin,,
person__1222,Sigehard von St. Alban,Sigehard von St. Alban,,
person__1223,Petrus Sorbillo,Petrus,Sorbillo,
person__1224,Hermann Piscator,Hermann Piscator,,
person__1225,Otto Litisch,Otto,Litisch,
person__1226,Petrus de Walloncapelle,Petrus de,Walloncapelle,
person__1227,Rudolph Wiser,Rudolph,Wiser,
person__1233,Almannus von Hautvillers,Almannus von Hautvillers,,
person__1234,Burchard von Worms,Burchard von Worms,,
person__1235,Bernardus Monachus,Bernardus Monachus,,
person__1236,Berengoz (Berengosus),Berengoz (Berengosus),,
person__1237,Lullus von Mainz,Lullus von Mainz,,
person__1238,Adelmus von Lorsch,Adelmus von Lorsch,,
person__1239,Hetto von Trier,Hetto von Trier,,
person__1241,Salomo III. von Konstanz,Salomo III. von Konstanz,,
person__1243,Thaddäus von Regensburg,Thaddäus von Regensburg,,
person__1245,Eginhard von Seligenstadt,Eginhard von Seligenstadt,,
person__1246,Othmar Luscinius (Nachtgall),Othmar Luscinius (Nachtgall),,
person__1247,Wolfgang Seydel,Wolfgang,Seydel,
person__1248,Johannes Keck,Johannes Keck,,
person__1249,Gebhard von Konstanz,Gebhard von Konstanz,,
person__1250,Hl. Mechthild von Helfta,Hl. Mechthild von Helfta,,
person__1253,Amalarius von Metz,Amalarius von Metz,,
person__1254,Sintramnus von St. Gallen,Sintramnus von St. Gallen,,
person__1255,Albert von Siegburg,Albert von Siegburg,,
person__1256,Albert von Lüttich,Albert von Lüttich,,
person__1257,Berthold von St. Blasien,Berthold von St. Blasien,,
person__1258,Brengos von St.-Maximin zu Trier,Brengos von St.-Maximin zu Trier,,
person__1259,Petrus von Stössen,Petrus von Stössen,,
person__1260,Ratpert von St. Gallen,Ratpert von St. Gallen,,
person__1261,Haimo von Hirsau,Haimo von Hirsau,,
person__1262,Hieronymus Sophronius Eusebius,Hieronymus Sophronius Eusebius,,
person__1263,Amizo von Spital am Pyhrn,Amizo von Spital am Pyhrn,,
person__1264,Konrad von Spital am Pyhrn,Konrad von Spital am Pyhrn,,
person__1265,Heinrich (OSB Spital am Pyhrn),Heinrich (OSB Spital am Pyhrn),,
person__1266,Gunther von Gutenhag,Gunther von Gutenhag,,
person__1267,Dietrich von Abensberg,Dietrich von Abensberg,,
person__1268,Berenger Pauser,Berenger Pauser,,
person__1269,Johann Kessler,Johann Kessler,,
person__1270,Albert Graf Wertheim,Albert Graf,Wertheim,
person__1271,Windhart Glatz,Windhart,Glatz,
person__1273,Mattheo Laussac,Mattheo,Laussac,
person__1274,Simplicio Caffarelli,Simplicio,Caffarelli,
person__1275,Louis-Antoine de Noailles,Louis-Antoine de,Noailles,
person__1276,Antoine Dorsanne,Antoine,Dorsanne,http://d-nb.info/gnd/129913510
person__1277,Benedikt XIII.,Benedikt XIII.,,
person__1278,Jean de la Grange,Jean de la,Grange,
person__1279,Stephan Kolb,Stephan,Kolb,
person__1280,Johannes III. von Ochsenhausen,Johannes III. von Ochsenhausen,,
person__1281,Stephan Hoppler,Stephan,Hoppler,
person__1282,Johann Renker,Johann,Renker,
person__1283,Konrad Steinpühel,Konrad,Steinpühel,
person__1284,Ulrich Lengenfeld,Ulrich,Lengenfeld,
person__1285,Heinrich Koburg,Heinrich,Koburg,
person__1286,Michael Altkind,Michael,Altkind,
person__1287,Martin Ulrich,Martin,Ulrich,
person__1288,Urban Weix,Urban,Weix,
person__1289,Andreas Sackauer,Andreas,Sackauer,
person__1290,Georg Perler,Georg,Perler,
person__1291,Sigismund Rieder,Sigismund,Rieder,
person__1292,Valentin Steinrieser,Valentin,Steinrieser,
person__1293,Johann Amann,Johann,Amann,
person__1294,Peter Engelprecht,Peter,Engelprecht,
person__1295,Erasmus Anton,Erasmus,Anton,
person__1296,Ruprecht Schwertner,Ruprecht,Schwertner,
person__1297,Wolfgang Pruggner,Wolfgang,Pruggner,
person__1298,Eustachius Taffner,Eustachius,Taffner,
person__1299,Johann Jakob Gienger,Johann Jakob,Gienger,
person__1300,Christoph Milleder,Christoph,Milleder,
person__1301,Andreas Prudentius,Andreas,Prudentius,
person__1302,Aliprand Thomasis,Aliprand,Thomasis,
person__1303,Damian Inama,Damian,Inama,
person__1304,Georg Prugglach,Georg,Prugglach,
person__1305,Mathäus Franz Tizin,Mathäus Franz,Tizin,
person__1306,Johann Rennarz,Johann,Rennarz,
person__1307,Heinrich Fürsten,Heinrich,Fürsten,
person__1308,Johann Tecnon,Johann,Tecnon,
person__1309,Heinrich Otto Gassner,Heinrich Otto,Gassner,
person__1310,Andreas Georg Rieder,Andreas Georg,Rieder,
person__1311,Johann Georg Schauer,Johann Georg,Schauer,
person__1312,Hermann Ketteler,Hermann,Ketteler,
person__1313,Zacharias a Sancta Elisabetha,Zacharias a,Sancta Elisabetha,
person__1314,Kaspar Erhardt,Kaspar,Erhardt,
person__1315,Wilhelm Honn (Oeding),Wilhelm,Honn (Oeding),
person__1316,Anton Mesenich,Anton,Mesenich,
person__1317,Anselm Krodt,Anselm,Krodt,
person__1318,Adolph Overham,Adolph,Overham,
person__1319,Rupert Sutor,Rupert,Sutor,
person__1320,Jean Raulin,Jean,Raulin,
person__1321,Nicolaus de Lyra,Nicolaus de Lyra,,
person__1322,Johannes Schlitpacher,Johannes,Schlitpacher,
person__1323,Johannes von Kempten,Johannes von Kempten,,
person__1325,Johann Oberleithner,Johann,Oberleithner,
person__1327,Theoger von St. Georgen,Theoger von St. Georgen,,
person__1328,Himerius von St. Georgen,Himerius von St. Georgen,,
person__1329,Eberhard I. von Michelsberg zu Bamberg,Eberhard I. von Michelsberg zu Bamberg,,
person__1330,Egino von St. Georgen,Egino von St. Georgen,,
person__1331,Erbo von St. Georgen,Erbo von St. Georgen,,
person__1332,Manegold von Berg,Manegold von Berg,,
person__1334,Wolfold von St. Georgen,Wolfold von St. Georgen,,
person__1336,Gottfried von St. Georgen,Gottfried von St. Georgen,,
person__1337,Paulus von St. Georgen,Paulus von St. Georgen,,
person__1338,Sophia von Ungarn,Sophia von Ungarn,,
person__1339,Beatrix von Amtenhausen auf der Baar,Beatrix von Amtenhausen auf der Baar,,
person__1340,Hildebert von Lavardin,Hildebert von Lavardin,,
person__1341,Jacques de Lannoy,Jacques de,Lannoy,
person__1342,Anonymus (OSB Zwiefalten),Anonymus (OSB Zwiefalten),,
person__1343,Rado von Reichenau,Rado von Reichenau,,
person__1344,Adelhelm von Michelsberg zu Bamberg,Adelhelm von Michelsberg zu Bamberg,,
person__1345,Ekbert von Michelsberg zu Bamberg,Ekbert von Michelsberg zu Bamberg,,
person__1346,Willo von Michelsberg zu Bamberg,Willo von Michelsberg zu Bamberg,,
person__1348,Gumpert von Michelsberg zu Bamberg,Gumpert von Michelsberg zu Bamberg,,
person__1349,Wolfram I.,Wolfram I.,,
person__1350,Hermann I.,Hermann I.,,
person__1351,Helmerich von Michelsberg zu Bamberg,Helmerich von Michelsberg zu Bamberg,,
person__1353,Wolfram II.,Wolfram II.,,
person__1354,Ulrich I.,Ulrich I.,,
person__1355,Herold von MIchelsberg zu Bamberg,Herold von MIchelsberg zu Bamberg,,
person__1356,Hartung I.,Hartung I.,,
person__1357,Uto II.,Uto II.,,
person__1358,Uto I.,Uto I.,,
person__1359,Friedrich von Michelsberg zu Bamberg,Friedrich von Michelsberg zu Bamberg,,
person__1360,Ulrich II.,Ulrich II.,,
person__1361,Volcold (OSB Bamberg - Michelsberg),Volcold (OSB Bamberg - Michelsberg),,
person__1362,Hermann II.,Hermann II.,,
person__1363,Walter von Stolzenroth,Walter von Stolzenroth,,
person__1364,Dietrich von Wiesenthau,Dietrich von Wiesenthau,,
person__1365,Otto von Fuchs,Otto von Fuchs,,
person__1366,Wilhelm von Wolfersdorf,Wilhelm von Wolfersdorf,,
person__1367,Lambert (von) Zollner,Lambert (von) Zollner,,
person__1368,Johann I. von Fuchs,Johann I. von Fuchs,,
person__1369,Conrad von Wanbach,Conrad von Wanbach,,
person__1370,Hartung II. Pfersfelder,Hartung II. Pfersfelder,,
person__1371,Johann II. von Akkon,Johann II. von Akkon,,
person__1372,Eberhard III. von Venlo,Eberhard III. von Venlo,,
person__1373,Ulrich Haug,Ulrich,Haug,
person__1374,Wolfgang Prechtlein,Wolfgang,Prechtlein,
person__1375,Bonaventura Piter,Bonaventura,Piter,
person__1376,Paul Gmainer,Paul,Gmainer,
person__1377,Angelus Rumpler,Angelus,Rumpler,
person__1378,Engelschalk von Vornbach,Engelschalk von Vornbach,,
person__1379,Jacopone da Todi,Jacopone da Todi,,
person__1380,Stephan Reitberger,Stephan,Reitberger,
person__1381,Korbinian Riegg,Korbinian,Riegg,
person__1382,Cölestin Baumann,Cölestin,Baumann,
person__1383,Benedikt II. Meyding,Benedikt II.,Meyding,
person__1384,Johannes Alzinger,Johannes,Alzinger,
person__1386,Dominik Blatt,Dominik,Blatt,
person__1387,Aemilian Ferrer,Aemilian,Ferrer,http://d-nb.info/gnd/120326566
person__1388,Anselm Högler,Anselm,Högler,
person__1389,Volpert Mozl,Volpert,Mozl,
person__1390,Adalbert Lödl,Adalbert,Lödl,
person__1391,Dominik Renner,Dominik,Renner,
person__1392,Johann Baptist Kimpfler,Johann Baptist,Kimpfler,
person__1393,Augustin Mayr,Augustin,Mayr,
person__1394,Rupert Mozl,Rupert,Mozl,
person__1395,Maurus Gschwendtner,Maurus,Gschwendtner,
person__1396,Hildemar von Corbie,Hildemar von Corbie,,
person__1398,Joachim von Watt (Vadian),Joachim von Watt (Vadian),,
person__1399,Hetto von Basel,Hetto von Basel,,
person__1400,Martin Hattinger,Martin,Hattinger,
person__1401,Joseph Grünbeck,Joseph,Grünbeck,
person__1402,Andreas von Kuenburg,Andreas von Kuenburg,,
person__1403,Johann von Ellenbogen,Johann von Ellenbogen,,
person__1404,Melchior von Stamheim,Melchior von Stamheim,,
person__1405,Augustin Stadelmann,Augustin,Stadelmann,
person__1407,Augustin Reslhuber,Augustin,Reslhuber,
person__1408,Leopold Herderer,Leopold,Herderer,
person__1409,Georg Wegelin,Georg,Wegelin,
person__1410,Jakob Plaz,Jakob,Plaz,
person__1411,Christoph Emhardt,Christoph,Emhardt,
person__1412,Christoph Hammerer,Christoph,Hammerer,http://d-nb.info/gnd/119698064
person__1413,Maurus Baldung,Maurus,Baldung,
person__1414,Augustin Brendlin,Augustin,Brendlin,
person__1415,Matthäus Völker,Matthäus,Völker,
person__1417,Leodegar Martini,Leodegar,Martini,
person__1418,Gottfried Reding,Gottfried,Reding,
person__1419,Maurus Alzinger,Maurus,Alzinger,
person__1420,Michael Höcht,Michael,Höcht,
person__1421,Johann Spiess,Johann,Spiess,
person__1422,Heinrich II.,Heinrich II.,,
person__1423,Petrus Knor,Petrus,Knor,
person__1424,Wolfgang Treffler,Wolfgang,Treffler,
person__1426,Jodok Kastner,Jodok,Kastner,
person__1427,Wolfgang Montivillanus,Wolfgang Montivillanus,,
person__1430,Bonifaz IX.,Bonifaz IX.,,
person__1431,Simon Rösch,Simon,Rösch,
person__1432,Kaspar Umbhofer,Kaspar,Umbhofer,
person__1433,Januarius Stahel,Januarius,Stahel,
person__1434,Moritz Pfleger,Moritz,Pfleger,
